"ASIN","Result","Brand"
"B0DN5S5X96","NG",""
"B0DN5V1BBX","NG",""
"B0DN5X6HX2","NG",""
"B0DN5Y8YW3","NG",""
"B0DN5YCNFJ","NG",""
"B0DN6GXJMY","NG",""
"B0DN6HSBD4","NG",""
"B0DNGT57GG","OK",""
"B0DNJZPWZQ","OK",""
"B0DNN9H3G2","OK",""
"B0DNQ5NMKF","NG",""
"B0DNSDR934","OK",""
"B0DNTZ6Y7D","OK",""
"B0DNV4FC7Y","NG",""
"B0DNYRLBYC","APPROVAL",""
"B0DP1ZRN64","NG",""
"B0DP3C3691","OK",""
"B0DP6Y7GYN","NG",""
"B0DP6ZNBQK","NG",""
"B0DP995WHF","OK",""
"B0DP9CDLHF","NG",""
"B0DPBNKPRH","OK",""
"B0DPF3M3JH","NG",""
"B0DPFK3K5X","OK",""
"B0DPGZJJSN","OK",""
"B0DPKK8L8B","NG",""
"B0DPKKPR8R","NG",""
"B0DPPL9DY8","APPROVAL",""
"B0DPPRVWWG","OK",""
"B0DPPYQC41","NG",""
"B0DPQFR9VY","OK",""
"B0DPTBXKCW","OK",""
"B0DPV5WT5Q","APPROVAL",""
"B0DPWW578D","NG",""
"B0DQ4WZJHZ","NG",""
"B0DQ5ZSGT6","APPROVAL",""
"B0DQ7P3QHS","APPROVAL",""
"B0DQ8STJG8","OK",""
"B0DQFW9LCR","NG",""
"B0DQKT96J1","OK",""
"B0DQNKNDT7","OK",""
"B0DQW3NJX7","NG",""
"B0DQW5W4P1","NG",""
"B0DQW8L61M","NG",""
"B0DR39KJGS","OK",""
"B0DR85PSCC","APPROVAL",""
"B0DRNS4YBD","NG",""
"B0DRNVN1QP","NG",""
"B0DRZ5Q8F1","OK",""
"B0DRZ6DPK3","OK",""
"B0DRZ6XZDY","OK",""
"B0DRZ77T9B","OK",""
"B0DRZ7S8LR","OK",""
"B0DSCW69KM","OK",""
"B0DSCW8TH9","OK",""
"B0DSFC7RSG","OK",""
"B0DSJ4X4FL","NG",""
"B0DSJ5K291","NG",""
"B0DSKCJB4D","NG",""
"B0DSKD1FB2","NG",""
"B0DSKDCPV9","OK",""
"B0DSKYRJPW","OK",""
"B0DSPF2DSK","NG",""
"B0DSPFP1GR","NG",""
"B0DSPTVJSW","NG",""
"B0DSPVKCWX","NG",""
"B0DSPVP4D3","NG",""
"B0DT1B971W","OK",""
"B0DT5891QZ","OK",""
"B0DTH2HCQK","NG",""
"B0DTH2SGVQ","NG",""
"B0DTH3SXXV","NG",""
"B0DTHT2JM1","APPROVAL",""
"B0DTHVL7CK","NG",""
"B0DTHW33TN","NG",""
"B0DTQ2ZH79","OK",""
"B0DTYDKK6J","NG",""
"B0DTYPBQZ2","NG",""
"B0DVCDXP6X","OK",""
"B0DVSBGD4Z","NG",""
"B0DVSC3DMD","NG",""
"B0DVSC5895","NG",""
"B0DVSCC762","NG",""
"B0DVSCFVFN","NG",""
"B0DVSCKBLY","NG",""
"B0DVSGSTM9","NG",""
"B0DW3RS3DF","NG",""
"B0DW7QVNK9","OK",""
"B0DW7X5J75","OK",""
"B0DW7Y7JF7","OK",""
"B0DW85W6ZQ","OK",""
"B0DW884XQ4","OK",""
"B0DW8J8T1G","OK",""
"B0DW8RP4HQ","OK",""
"B0DWMJSLJC","NG",""
"B0DWMWJPDD","NG",""
"B0DWMXZMC9","NG",""
"B0DX7H7XN3","OK",""
"B0DX7JVJY1","OK",""
"B0DXCCKMKV","OK",""
"B0DXDSP64N","NG",""
"B0DXDTBNKT","NG",""
"B0DXJ1ZS1Y","OK",""
"B0DXL212YN","NG",""
"B0DXL2HBDC","NG",""
"B0DXL2SYBS","NG",""
"B0DXL3XBM2","NG",""
"B0DXQ6QMZ3","NG",""
"B0DXZCRN4N","NG",""
"B0DYDM1RL7","NG",""
"B0DYDQL2ZG","NG",""
"B0DYDQNJKN","NG",""
"B0DYDQPHCF","NG",""
"B0DYDRKPF5","NG",""
"B0DYDS22V2","NG",""
"B0DZ1VTJ6Q","OK",""
"B0DZ1WNXZD","NG",""
"B0DZ676TLB","NG",""
"B0DZ74H4RH","OK",""
"B0DZCG8QRZ","NG",""
"B0DZCG9NGN","NG",""
"B0DZCL6PRJ","NG",""
"B0DZHCFXLD","NG",""
"B0DZHDBWYS","NG",""
"B0DZHGG79P","NG",""
"B0DZN3K2FW","NG",""
"B0DZN7DC9J","NG",""
"B0DZN9TKT7","NG",""
"B0DZNC28RW","NG",""
"B0DZNK74LF","NG",""
"B0DZNNG318","NG",""
"B0DZNSH8SR","NG",""
"B0DZT6BN46","NG",""
"B0DZT6QK6R","NG",""
"B0F13LY411","NG",""
"B0F18SSTH2","NG",""
"B0F18VDZ4T","NG",""
"B0F1CJ9Q21","NG",""
"B0F1CJZ973","NG",""
"B0F1CK132T","NG",""
"B0F1CKGQZ1","NG",""
"B0F1CNVQMY","NG",""
"B0F1CT3R7N","NG",""
"B0F21DW1YD","NG",""
"B0F21S5DDG","NG",""
"B0F21T669R","NG",""
"B0F21V72T8","NG",""
"B0F21VJ1JS","NG",""
"B0F21VQ2KS","NG",""
"B0F21VT363","NG",""
"B0F21WDG2C","NG",""
"B0F21XMNTT","NG",""
"B0F245Q56F","NG",""
"B0F246XPMV","NG",""
"B0F24767GR","NG",""
"B0F28GS6LM","NG",""
"B0F2FK5FLM","NG",""
"B0F2FL6PVQ","NG",""
"B0F2SPDQCM","NG",""
"B0F2ZSDF67","NG",""
"B0F2ZSKSY2","NG",""
"B0F2ZTMQJS","NG",""
"B0F3314WLM","NG",""
"B0F3HD245M","NG",""
"B0F3HXFY2T","NG",""
"B0F3J5P8ZZ","NG",""
"B0F4MMC9XZ","NG",""
"B0F4MMMXKG","NG",""
"B0F4MQR84B","NG",""
"B0F4X8WQ9M","NG",""
"B0F536N9VV","NG",""
"B0F539Z3X3","NG",""
"B0F53H45SY","NG",""
"B0F5B9NZV3","NG",""
"B0F5BBDG48","NG",""
"B0F66HSQSQ","NG",""
"B0F66HTHB9","NG",""
"B0F66QZBDF","NG",""
"B0F66R9YDG","NG",""
"B0F66TK1TX","NG",""
"B0F66TQKLV","NG",""
"B0F66VB4BT","NG",""
"B0F66VF1VL","NG",""
"B0F66WN59D","NG",""
"B0F6C5H8P7","NG",""
"B0F6C9BW93","NG",""
"B0F6C9T84M","NG",""
"B0F6LGFKYR","NG",""
"B0F6LKX8R1","NG",""
"B0F6TBJ16S","NG",""
"B0F6X6X8FC","NG",""
"B0F7DT2WZV","NG",""
"B0FC2JQ9X4","NG",""
